Vulnerable_population,Section,Long_title,Short_title,Group,Group1,Subgroup,AIAN,Asian,Black,Highly.Rural,Hispanic,Men,Missing,Mood.Anxiety,Multirace,NHOPI,No.Mental.Health,Other.Mental.Health,Other.Rural,PTSD,Serious.Mental.Illness,Substance.Abuse,Unknown,Urban,White,Women,X18.44,X45.64,X65.,X65.74,X75.84,X85.
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Psychotic disorders - Other ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9937,27168,18019,8607,5493,3919
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Alcohol use disorders ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84993,232265,82731,67862,12534,2335
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Drug use disorders ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61283,160449,24806,21934,2315,557
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Eating disorders ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1444,1317,340,264,36,40
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Dissociative disorders,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,517,827,160,137,19,BT
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Personality disorders ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16346,32280,7023,5617,1070,336
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Conduct/impulse control disorders ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5397,8889,3177,2304,594,279
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Somatiform disorders ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5358,12509,3828,2889,703,236
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Attention Deficit Disorder/Hyperkinetic Disorder ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24377,13353,2793,2530,232,31
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,"Psychiatric disorders, nonspecific ",NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25609,52129,19731,13945,4176,1610
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,SENSE ORGANS,PerBlindness/Low Vision ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5714,29149,71621,23118,24992,23511
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,SENSE ORGANS,Refraction disorders,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77859,467956,512764,309240,147189,56335
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,SENSE ORGANS,Glaucoma ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11230,156637,271770,132372,92030,47368
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,SENSE ORGANS,Cataract ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4828,314725,617096,336874,199508,80714
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,SENSE ORGANS,Eye disorders - Other ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61632,343856,533158,272867,172190,88101
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,SENSE ORGANS,Hearing problems ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69123,259405,666937,270009,246605,150323
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,SENSE ORGANS,Ear disorders - Other ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27394,91004,154078,65790,54284,34004
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,DENTAL,Dental Caries,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46994,146802,105356,75313,20320,9723
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,DENTAL,Gingivitis/Periodontitis ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28246,105101,76949,55894,14531,6524
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,DENTAL,Loss of Teeth ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11301,75432,64619,45310,13178,6131
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,DENTAL,Dental Disorders - Other ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56131,167106,120353,84498,24342,11513
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,DERMATOLOGIC,Skin cancer (non-Melanoma) ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1535,40495,115245,53557,40055,21633
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,DERMATOLOGIC,Skin ulcer - chronic ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1873,27976,44923,21034,14077,9812
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,DERMATOLOGIC,Skin infection ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25188,82833,67828,40420,18453,8955
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,DERMATOLOGIC,Psoriasis,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6221,25670,28332,17555,8277,2500
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,DERMATOLOGIC,Dermatologic disorders - Other  ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117061,404764,508987,285728,153341,69918
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,OTHER,Sleep apnea ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72246,237359,176022,125904,41305,8813
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,OTHER,Sleep disturbance - Other,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87419,151423,120757,70602,34236,15919
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,OTHER,Malaise and fatigue ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13710,41360,47758,24067,14995,8696
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,OTHER,Syncope ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5822,26380,29664,14893,9465,5306
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,OTHER,Abdominal pain,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37941,91073,60811,37254,16508,7049
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,OTHER,Chronic Pain Syndromes ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33500,107143,60835,37226,16214,7395
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,OTHER,Allergies and urticaria ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18148,40021,29248,18054,8069,3125
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,OTHER,Edema ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4567,49682,90175,39055,30881,20239
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,OTHER,Symptoms - Other ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16951,68790,89380,40734,28779,19867
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,OTHER,Tobacco Use Disorder,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143735,468334,218329,172293,39061,6975
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,OTHER,Tobacco Use History ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11761,52613,49058,30943,13436,4679
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,OTHER,Poisoning ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3635,9310,6343,4080,1649,614
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,OTHER,Other injuries and conditions due to external causes ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67361,164148,160350,78917,48424,33009
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,OTHER,Effects of surgical procedures or medical care ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7696,41284,42725,25441,12132,5152
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,OTHER,Housing insufficiency ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43081,114177,19240,13354,4030,1856
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,OTHER,Psychosocial factors - Other ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88824,163589,106000,49666,31980,24354
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13 ",Age Group by Conditions,Conditions,OTHER, Residual Codes ,NA,NA,NA,NA,NA,NA,BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72672,298486,372836,206642,113112,53082
Geography,A. Socio-demographic Characteristics,A1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients,Rural/Urban Status (Overall),Overall,NA,Overall,NA,NA,NA,74496,NA,NA,25537,NA,NA,NA,NA,NA,2030960,NA,NA,NA,NA,3521078,NA,NA,NA,NA,NA,NA,NA,NA
Geography,A. Socio-demographic Characteristics,"A2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Sex, FY13",Rural/Urban Status by Sex ,Sex,NA,F,NA,NA,NA,3694,NA,NA,BT,NA,NA,NA,NA,NA,104319,NA,NA,NA,NA,270892,NA,NA,NA,NA,NA,NA,NA,NA
Geography,A. Socio-demographic Characteristics,"A2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Sex, FY13",Rural/Urban Status by Sex ,Sex,NA,M,NA,NA,NA,70801,NA,NA,BT,NA,NA,NA,NA,NA,1926636,NA,NA,NA,NA,3250172,NA,NA,NA,NA,NA,NA,NA,NA
Geography,A. Socio-demographic Characteristics,"A3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Age, FY13",Rural/Urban Status by Age,Age,NA,18-44,NA,NA,NA,7524,NA,NA,BT,NA,NA,NA,NA,NA,255034,NA,NA,NA,NA,629705,NA,NA,NA,NA,NA,NA,NA,NA
Geography,A. Socio-demographic Characteristics,"A3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Age, FY13",Rural/Urban Status by Age,Age,NA,45-64,NA,NA,NA,26343,NA,NA,BT,NA,NA,NA,NA,NA,755487,NA,NA,NA,NA,1342049,NA,NA,NA,NA,NA,NA,NA,NA
Geography,A. Socio-demographic Characteristics,"A3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Age, FY13",Rural/Urban Status by Age,Age,NA,65+,NA,NA,NA,40628,NA,NA,BT,NA,NA,NA,NA,NA,1020411,NA,NA,NA,NA,1549261,NA,NA,NA,NA,NA,NA,NA,NA
Geography,A. Socio-demographic Characteristics,"A4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Rural/Urban Status by Race/Ethnicity,Race/Ethnicity,NA,AI/AN,NA,NA,NA,1862,NA,NA,BT,NA,NA,NA,NA,NA,14550,NA,NA,NA,NA,14284,NA,NA,NA,NA,NA,NA,NA,NA
Geography,A. Socio-demographic Characteristics,"A4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Rural/Urban Status by Race/Ethnicity,Race/Ethnicity,NA,Asian,NA,NA,NA,121,NA,NA,BT,NA,NA,NA,NA,NA,4386,NA,NA,NA,NA,38496,NA,NA,NA,NA,NA,NA,NA,NA
Geography,A. Socio-demographic Characteristics,"A4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Rural/Urban Status by Race/Ethnicity,Race/Ethnicity,NA,Black/African American,NA,NA,NA,598,NA,NA,BT,NA,NA,NA,NA,NA,155378,NA,NA,NA,NA,714521,NA,NA,NA,NA,NA,NA,NA,NA
Geography,A. Socio-demographic Characteristics,"A4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Rural/Urban Status by Race/Ethnicity,Race/Ethnicity,NA,NH/OPI,NA,NA,NA,289,NA,NA,BT,NA,NA,NA,NA,NA,9134,NA,NA,NA,NA,23915,NA,NA,NA,NA,NA,NA,NA,NA
Geography,A. Socio-demographic Characteristics,"A4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Rural/Urban Status by Race/Ethnicity,Race/Ethnicity,NA,White,NA,NA,NA,64380,NA,NA,BT,NA,NA,NA,NA,NA,1730728,NA,NA,NA,NA,2317115,NA,NA,NA,NA,NA,NA,NA,NA
Geography,A. Socio-demographic Characteristics,"A4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Rural/Urban Status by Race/Ethnicity,Race/Ethnicity,NA,Hispanic,NA,NA,NA,3790,NA,NA,BT,NA,NA,NA,NA,NA,44594,NA,NA,NA,NA,253872,NA,NA,NA,NA,NA,NA,NA,NA
Geography,A. Socio-demographic Characteristics,"A4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Rural/Urban Status by Race/Ethnicity,Race/Ethnicity,NA,Multi-race,NA,NA,NA,443,NA,NA,BT,NA,NA,NA,NA,NA,10889,NA,NA,NA,NA,22615,NA,NA,NA,NA,NA,NA,NA,NA
Geography,A. Socio-demographic Characteristics,"A4. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Rural/Urban Status by Race/Ethnicity,Race/Ethnicity,NA,Unknown,NA,NA,NA,3013,NA,NA,BT,NA,NA,NA,NA,NA,61301,NA,NA,NA,NA,136260,NA,NA,NA,NA,NA,NA,NA,NA
Geography,A. Socio-demographic Characteristics,"A6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Service-Connected Status, FY13",Rural/Urban Status by Service-Connected Status,Service Connection,NA,No SC,NA,NA,NA,40436,NA,NA,BT,NA,NA,NA,NA,NA,1052476,NA,NA,NA,NA,1795850,NA,NA,NA,NA,NA,NA,NA,NA
Geography,A. Socio-demographic Characteristics,"A6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Service-Connected Status, FY13",Rural/Urban Status by Service-Connected Status,Service Connection,NA,SC 0-49,NA,NA,NA,17201,NA,NA,BT,NA,NA,NA,NA,NA,463528,NA,NA,NA,NA,829541,NA,NA,NA,NA,NA,NA,NA,NA
Geography,A. Socio-demographic Characteristics,"A6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Service-Connected Status, FY13",Rural/Urban Status by Service-Connected Status,Service Connection,NA,SC 50-99,NA,NA,NA,12273,NA,NA,BT,NA,NA,NA,NA,NA,373877,NA,NA,NA,NA,659266,NA,NA,NA,NA,NA,NA,NA,NA
Geography,A. Socio-demographic Characteristics,"A6. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Service-Connected Status, FY13",Rural/Urban Status by Service-Connected Status,Service Connection,NA,SC 100,NA,NA,NA,4571,NA,NA,BT,NA,NA,NA,NA,NA,140546,NA,NA,NA,NA,235216,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13 ",Rural/Urban Status by VHA Outpatient Visits,Encounters,Outpatient Visits,0 encounters,NA,NA,NA,2796,NA,NA,BT,NA,NA,NA,NA,NA,51601,NA,NA,NA,NA,85131,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13 ",Rural/Urban Status by VHA Outpatient Visits,Encounters,Outpatient Visits,1 encounter,NA,NA,NA,3950,NA,NA,BT,NA,NA,NA,NA,NA,100324,NA,NA,NA,NA,200392,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13 ",Rural/Urban Status by VHA Outpatient Visits,Encounters,Outpatient Visits,2 encounters,NA,NA,NA,5873,NA,NA,BT,NA,NA,NA,NA,NA,156642,NA,NA,NA,NA,248650,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13 ",Rural/Urban Status by VHA Outpatient Visits,Encounters,Outpatient Visits,3-5 encounters,NA,NA,NA,15518,NA,NA,BT,NA,NA,NA,NA,NA,399556,NA,NA,NA,NA,630871,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13 ",Rural/Urban Status by VHA Outpatient Visits,Encounters,Outpatient Visits,6-11 encounters,NA,NA,NA,18260,NA,NA,BT,NA,NA,NA,NA,NA,486500,NA,NA,NA,NA,790406,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B1. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13 ",Rural/Urban Status by VHA Outpatient Visits,Encounters,Outpatient Visits,12+ encounters,NA,NA,NA,28099,NA,NA,BT,NA,NA,NA,NA,NA,836337,NA,NA,NA,NA,1565628,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Primary Care Visits, FY13 ",Rural/Urban Status by Primary Care Visits,Encounters,Primary Care Visits,0 encounters,NA,NA,NA,8382,NA,NA,BT,NA,NA,NA,NA,NA,220398,NA,NA,NA,NA,489333,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Primary Care Visits, FY13 ",Rural/Urban Status by Primary Care Visits,Encounters,Primary Care Visits,1 encounter,NA,NA,NA,22183,NA,NA,BT,NA,NA,NA,NA,NA,635063,NA,NA,NA,NA,1027733,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Primary Care Visits, FY13 ",Rural/Urban Status by Primary Care Visits,Encounters,Primary Care Visits,2 encounters,NA,NA,NA,16534,NA,NA,BT,NA,NA,NA,NA,NA,475438,NA,NA,NA,NA,749088,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Primary Care Visits, FY13 ",Rural/Urban Status by Primary Care Visits,Encounters,Primary Care Visits,3-5 encounters,NA,NA,NA,19801,NA,NA,BT,NA,NA,NA,NA,NA,529793,NA,NA,NA,NA,910664,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Primary Care Visits, FY13 ",Rural/Urban Status by Primary Care Visits,Encounters,Primary Care Visits,6-11 encounters,NA,NA,NA,6137,NA,NA,BT,NA,NA,NA,NA,NA,136713,NA,NA,NA,NA,273493,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B2. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Primary Care Visits, FY13 ",Rural/Urban Status by Primary Care Visits,Encounters,Primary Care Visits,12+ encounters,NA,NA,NA,1459,NA,NA,BT,NA,NA,NA,NA,NA,33555,NA,NA,NA,NA,70767,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13 ",Rural/Urban Status by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,0 encounters,NA,NA,NA,61848,NA,NA,BT,NA,NA,NA,NA,NA,1581948,NA,NA,NA,NA,2563614,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13 ",Rural/Urban Status by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,1 encounter,NA,NA,NA,3263,NA,NA,BT,NA,NA,NA,NA,NA,102414,NA,NA,NA,NA,217010,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13 ",Rural/Urban Status by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,2 encounters,NA,NA,NA,2035,NA,NA,BT,NA,NA,NA,NA,NA,73501,NA,NA,NA,NA,140491,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13 ",Rural/Urban Status by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,3-5 encounters,NA,NA,NA,3212,NA,NA,BT,NA,NA,NA,NA,NA,126252,NA,NA,NA,NA,251570,NA,NA,NA,NA,NA,NA,NA,NA
Geography,B. VHA Outpatient Utilization,"B3. Distribution of Rural/Urban Status among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13 ",Rural/Urban Status by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,6-11 encounters,NA,NA,NA,2156,NA,NA,BT,NA,NA,NA,NA,NA,77080,NA,NA,NA,NA,160525,NA,NA,NA,NA,NA,NA,NA,NA
